dataset,model,num_params,converged,acc,batch_size,clip_norm,beta,gamma,sigma,eps_comp,eps_actual,delta,success_rate
cifar10,resnet50,23520842,True,0.936776401892681,128,8.0,0.0001,9699.6581383057,1.600100238830072,0.5,4908745.410568405,1e-10,1.0
cifar10,resnet50,23520842,False,0.09906372697070372,128,8.0,0.0001,9699.6581383057,1.600100238830072,0.5,4908745.410568405,1e-10,1.0
cifar10,resnet50,23520842,True,0.936776401892681,128,4.0,0.001,9699.6581383057,0.800050119415036,0.5,49091.97196160193,1e-10,1.0
cifar10,resnet50,23520842,False,0.10037249572133293,128,4.0,0.001,9699.6581383057,0.800050119415036,0.5,49091.97196160193,1e-10,1.0
cifar10,resnet50,23520842,True,0.936776401892681,128,8.0,0.001,9699.6581383057,1.600100238830072,0.5,49091.97196160193,1e-10,0.99
cifar10,resnet50,23520842,False,0.10027182120205376,128,8.0,0.001,9699.6581383057,1.600100238830072,0.5,49091.97196160193,1e-10,1.0
cifar10,resnet50,23520842,True,0.936776401892681,128,4.0,1e-05,9699.6581383057,0.4024370499086318,1.0,490873861.31532454,1e-10,1.0
cifar10,resnet50,23520842,False,0.10007047216349542,128,4.0,1e-05,9699.6581383057,0.4024370499086318,1.0,490873861.31532454,1e-10,1.0
cifar10,resnet50,23520842,True,0.936776401892681,128,8.0,1e-05,9699.6581383057,0.8048740998172637,1.0,490873861.31532454,1e-10,1.0
cifar10,resnet50,23520842,False,0.10027182120205376,128,8.0,1e-05,9699.6581383057,0.8048740998172637,1.0,490873861.31532454,1e-10,1.0
cifar10,resnet50,23520842,True,0.936776401892681,128,4.0,0.0001,9699.6581383057,0.4024370499086318,1.0,4908745.410568405,1e-10,1.0
cifar10,resnet50,23520842,False,0.09906372697070372,128,4.0,0.0001,9699.6581383057,0.4024370499086318,1.0,4908745.410568405,1e-10,1.0
cifar10,resnet50,23520842,True,0.936776401892681,128,8.0,0.0001,9699.6581383057,0.8048740998172637,1.0,4908745.410568405,1e-10,1.0
cifar10,resnet50,23520842,False,0.09996979764421625,128,8.0,0.0001,9699.6581383057,0.8048740998172637,1.0,4908745.410568405,1e-10,1.0
cifar10,resnet50,23520842,True,0.936776401892681,128,4.0,0.001,9699.6581383057,0.4024370499086318,1.0,49091.97196160193,1e-10,1.0
cifar10,resnet50,23520842,False,0.09996979764421625,128,4.0,0.001,9699.6581383057,0.4024370499086318,1.0,49091.97196160193,1e-10,1.0
cifar10,resnet50,23520842,True,0.936776401892681,128,8.0,0.001,9699.6581383057,0.8048740998172637,1.0,49091.97196160193,1e-10,1.0
cifar10,resnet50,23520842,False,0.09100976542837008,128,8.0,0.001,9699.6581383057,0.8048740998172637,1.0,49091.97196160193,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,1e-05,2991.1081558512724,3.1855753735998977,0.125,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.09614416591160777,128,4.0,1e-05,2991.1081558512724,3.1855753735998977,0.125,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,1e-05,2991.1081558512724,6.3711507471997955,0.125,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.09996979764421625,128,8.0,1e-05,2991.1081558512724,6.3711507471997955,0.125,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,0.0001,2991.1081558512724,3.1855753735998977,0.125,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.08134501157756972,128,4.0,0.0001,2991.1081558512724,3.1855753735998977,0.125,4908745.4105684,1e-10,0.98
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,0.0001,2991.1081558512724,6.3711507471997955,0.125,4908745.4105684,1e-10,0.99
cifar10,mobilenet_v2,2236682,False,0.08990234571629921,128,8.0,0.0001,2991.1081558512724,6.3711507471997955,0.125,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,0.001,2991.1081558512724,3.1855753735998977,0.125,49091.97196159696,1e-10,0.98
cifar10,mobilenet_v2,2236682,False,0.09926507600926206,128,4.0,0.001,2991.1081558512724,3.1855753735998977,0.125,49091.97196159696,1e-10,0.97
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,0.001,2991.1081558512724,6.3711507471997955,0.125,49091.97196159696,1e-10,0.93
cifar10,mobilenet_v2,2236682,False,0.10913117889862076,128,8.0,0.001,2991.1081558512724,6.3711507471997955,0.125,49091.97196159696,1e-10,0.98
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,1e-05,2991.1081558512724,1.5952326304377382,0.25,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.09966777408637874,128,4.0,1e-05,2991.1081558512724,1.5952326304377382,0.25,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,1e-05,2991.1081558512724,3.1904652608754764,0.25,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.09201651062116178,128,8.0,1e-05,2991.1081558512724,3.1904652608754764,0.25,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,0.0001,2991.1081558512724,1.5952326304377382,0.25,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.09966777408637874,128,4.0,0.0001,2991.1081558512724,1.5952326304377382,0.25,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,0.0001,2991.1081558512724,3.1904652608754764,0.25,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.12181616832779624,128,8.0,0.0001,2991.1081558512724,3.1904652608754764,0.25,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,0.001,2991.1081558512724,1.5952326304377382,0.25,49091.97196159696,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.10872848082150408,128,4.0,0.001,2991.1081558512724,1.5952326304377382,0.25,49091.97196159696,1e-10,0.98
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,0.001,2991.1081558512724,3.1904652608754764,0.25,49091.97196159696,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.10067451927917044,128,8.0,0.001,2991.1081558512724,3.1904652608754764,0.25,49091.97196159696,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,1e-05,2991.1081558512724,0.800050119415036,0.5,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.07963354474982381,128,4.0,1e-05,2991.1081558512724,0.800050119415036,0.5,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,1e-05,2991.1081558512724,1.600100238830072,0.5,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.10681566495519984,128,8.0,1e-05,2991.1081558512724,1.600100238830072,0.5,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,0.0001,2991.1081558512724,0.800050119415036,0.5,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.09996979764421625,128,4.0,0.0001,2991.1081558512724,0.800050119415036,0.5,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,0.0001,2991.1081558512724,1.600100238830072,0.5,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.09181516158260344,128,8.0,0.0001,2991.1081558512724,1.600100238830072,0.5,4908745.4105684,1e-10,0.99
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,0.001,2991.1081558512724,0.800050119415036,0.5,49091.97196159696,1e-10,0.99
cifar10,mobilenet_v2,2236682,False,0.09996979764421625,128,4.0,0.001,2991.1081558512724,0.800050119415036,0.5,49091.97196159696,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,0.001,2991.1081558512724,1.600100238830072,0.5,49091.97196159696,1e-10,0.98
cifar10,mobilenet_v2,2236682,False,0.09996979764421625,128,8.0,0.001,2991.1081558512724,1.600100238830072,0.5,49091.97196159696,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,1e-05,2991.1081558512724,0.4024370499086318,1.0,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.09996979764421625,128,4.0,1e-05,2991.1081558512724,0.4024370499086318,1.0,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,1e-05,2991.1081558512724,0.8048740998172637,1.0,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.11768851303735024,128,8.0,1e-05,2991.1081558512724,0.8048740998172637,1.0,490873861.31532454,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,0.0001,2991.1081558512724,0.4024370499086318,1.0,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.09795630725863284,128,4.0,0.0001,2991.1081558512724,0.4024370499086318,1.0,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,0.0001,2991.1081558512724,0.8048740998172637,1.0,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.08305647840531562,128,8.0,0.0001,2991.1081558512724,0.8048740998172637,1.0,4908745.4105684,1e-10,1.0
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,4.0,0.001,2991.1081558512724,0.4024370499086318,1.0,49091.97196159696,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.11154736736132086,128,4.0,0.001,2991.1081558512724,0.4024370499086318,1.0,49091.97196159696,1e-10,0.97
cifar10,mobilenet_v2,2236682,True,0.9392932648746602,128,8.0,0.001,2991.1081558512724,0.8048740998172637,1.0,49091.97196159696,1e-10,1.0
cifar10,mobilenet_v2,2236682,False,0.1024866606261955,128,8.0,0.001,2991.1081558512724,0.8048740998172637,1.0,49091.97196159696,1e-10,1.0
